EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,EducationField,Education,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,TotalWorkingYears,DistanceFromHome,Attrition,AgeBand
341,34,Sales,Manager,Female,Divorced,Medical,5,Travel_Rarely,1,0,3,0,10903,23,2,3,3,1,1,3,No,4,0,8,9,Yes,26-35
342,57,Research & Development,Manager,Female,Single,Other,5,Non-Travel,2,0,3,0,8853,17,0,4,1,1,2,4,No,5,6,15,7,No,55+
343,50,Research & Development,Research Scientist,Male,Married,Other,4,Non-Travel,20,11,4,16,4890,23,1,3,4,1,2,3,No,3,8,25,29,No,46-55
344,26,Research & Development,Manufacturing Director,Female,Married,Life Sciences,4,Travel_Rarely,14,8,13,11,8429,14,0,4,3,1,4,3,No,2,1,21,29,Yes,26-35
345,60,Human Resources,Human Resources,Female,Married,Technical Degree,1,Travel_Rarely,17,7,14,5,5514,11,2,3,1,2,2,4,No,4,6,18,12,No,55+
346,56,Research & Development,Research Scientist,Female,Single,Life Sciences,4,Travel_Rarely,10,3,4,8,5757,25,0,1,4,4,1,3,No,0,9,23,12,Yes,55+
347,46,Sales,Manager,Female,Divorced,Life Sciences,2,Travel_Rarely,2,1,13,0,9075,18,2,4,3,2,2,3,No,3,1,12,14,Yes,46-55
348,59,Sales,Sales Representative,Female,Divorced,Medical,3,Non-Travel,14,11,13,8,3733,20,3,2,3,3,2,3,No,1,2,14,23,No,55+
349,43,Sales,Sales Representative,Male,Married,Life Sciences,2,Travel_Rarely,24,18,13,6,2825,17,0,2,2,1,2,3,No,5,9,30,15,No,36-45
350,52,Research & Development,Healthcare Representative,Female,Married,Human Resources,4,Travel_Rarely,2,1,13,1,4575,18,0,3,2,4,1,3,No,2,9,14,1,No,46-55
351,42,Research & Development,Manager,Male,Single,Life Sciences,5,Travel_Rarely,1,0,8,0,11788,20,3,3,2,2,1,4,No,2,2,9,9,No,36-45
352,41,Human Resources,Manager,Female,Married,Medical,2,Non-Travel,4,3,7,2,12481,11,3,1,4,4,4,3,No,5,3,12,26,No,36-45
353,30,Research & Development,Research Scientist,Male,Married,Human Resources,5,Non-Travel,1,0,8,0,4921,15,1,1,3,2,2,3,No,0,5,15,16,No,26-35
354,24,Human Resources,Human Resources,Female,Married,Human Resources,2,Travel_Rarely,0,0,12,0,4485,19,3,2,2,4,2,3,Yes,6,2,1,9,No,18-25
355,53,Research & Development,Laboratory Technician,Female,Divorced,Life Sciences,5,Non-Travel,17,11,13,8,4415,15,1,3,2,4,1,3,Yes,6,8,20,16,Yes,46-55
356,37,Research & Development,Research Director,Male,Married,Life Sciences,2,Non-Travel,15,9,2,3,8492,23,3,4,3,1,4,3,No,4,1,27,2,No,36-45
357,18,Research & Development,Healthcare Representative,Female,Married,Medical,5,Non-Travel,1,0,13,0,4741,24,2,1,4,2,4,3,No,5,6,1,10,Yes,18-25
358,25,Research & Development,Research Director,Male,Married,Life Sciences,3,Travel_Rarely,3,1,2,1,12882,24,0,4,2,3,1,4,Yes,2,5,13,25,No,18-25
359,33,Sales,Sales Representative,Female,Single,Other,1,Travel_Rarely,10,9,0,5,4281,20,3,4,1,4,2,3,No,0,1,16,18,No,26-35
360,31,Research & Development,Manufacturing Director,Male,Married,Human Resources,2,Travel_Rarely,6,4,13,5,7129,22,2,1,4,3,4,3,No,6,2,7,13,No,26-35
361,29,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Travel_Rarely,3,1,9,1,5387,13,3,3,2,1,4,3,No,0,5,6,2,No,26-35
362,40,Research & Development,Laboratory Technician,Female,Married,Life Sciences,1,Travel_Rarely,8,2,12,1,2668,19,0,4,1,3,2,3,No,6,9,19,29,No,36-45
363,32,Research & Development,Research Director,Male,Divorced,Life Sciences,2,Non-Travel,13,7,5,8,10066,23,3,3,2,4,4,3,No,1,3,14,29,No,26-35
364,45,Research & Development,Laboratory Technician,Female,Married,Human Resources,3,Travel_Rarely,15,4,3,11,4053,19,3,4,4,4,2,3,No,0,0,15,13,No,36-45
365,51,Research & Development,Manufacturing Director,Male,Divorced,Life Sciences,3,Travel_Rarely,2,1,10,1,9059,14,0,3,3,4,4,4,No,3,0,8,24,No,46-55
366,19,Research & Development,Manager,Male,Married,Medical,3,Travel_Rarely,1,0,14,0,10696,14,3,3,3,2,4,3,No,2,2,6,3,Yes,18-25
367,49,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Rarely,14,7,14,6,5179,21,0,3,4,3,1,3,No,3,7,15,15,No,46-55
368,40,Research & Development,Manufacturing Director,Male,Divorced,Medical,5,Non-Travel,0,0,13,0,7174,18,1,3,2,2,4,3,No,6,3,13,3,No,36-45
369,39,Research & Development,Research Scientist,Male,Single,Life Sciences,1,Travel_Rarely,7,3,7,5,4443,17,3,1,4,4,2,3,No,0,0,10,23,No,36-45
370,42,Sales,Sales Executive,Male,Single,Life Sciences,5,Travel_Rarely,0,0,1,0,6463,21,2,4,1,4,4,3,No,0,7,11,10,No,36-45
371,39,Research & Development,Manufacturing Director,Male,Married,Human Resources,5,Non-Travel,2,0,10,0,9455,15,3,3,2,1,1,3,Yes,3,9,12,6,Yes,36-45
372,39,Sales,Sales Executive,Male,Single,Human Resources,5,Travel_Frequently,3,1,1,1,4687,16,0,2,4,1,4,3,No,1,5,5,23,No,36-45
373,59,Research & Development,Healthcare Representative,Female,Single,Marketing,3,Travel_Frequently,1,0,6,0,5465,25,0,4,3,4,3,3,No,0,0,12,22,Yes,55+
374,23,Research & Development,Laboratory Technician,Female,Married,Life Sciences,5,Travel_Rarely,15,10,12,12,4098,13,2,4,4,2,2,3,No,3,9,17,14,No,18-25
375,32,Research & Development,Research Director,Male,Married,Life Sciences,4,Travel_Frequently,0,0,14,0,10670,24,2,3,2,2,3,3,No,3,9,2,9,No,26-35
376,60,Research & Development,Research Scientist,Female,Married,Medical,2,Non-Travel,13,9,4,7,5390,25,0,4,4,4,1,3,No,2,5,23,18,No,55+
377,54,Human Resources,Manager,Male,Divorced,Life Sciences,3,Non-Travel,12,10,12,7,8642,16,1,2,3,3,3,3,Yes,1,0,15,8,Yes,46-55
378,50,Research & Development,Manufacturing Director,Female,Married,Human Resources,1,Non-Travel,2,0,0,0,7444,23,1,2,1,2,4,3,No,4,9,2,27,No,46-55
379,25,Human Resources,Manager,Female,Divorced,Medical,2,Travel_Rarely,7,4,6,3,11648,18,0,2,4,4,2,3,No,3,9,7,6,No,18-25
380,22,Research & Development,Manufacturing Director,Female,Single,Life Sciences,2,Non-Travel,1,0,6,0,9192,20,1,4,4,1,3,3,No,2,2,7,15,No,18-25
381,56,Sales,Sales Executive,Male,Married,Human Resources,2,Travel_Frequently,8,6,9,3,6127,24,2,4,1,4,4,3,Yes,4,1,12,14,Yes,55+
382,21,Sales,Sales Executive,Female,Divorced,Other,5,Non-Travel,4,2,5,1,6580,23,1,3,4,2,3,4,No,2,3,6,15,No,18-25
383,23,Research & Development,Healthcare Representative,Male,Married,Life Sciences,5,Travel_Rarely,2,1,3,0,7239,21,2,4,3,4,4,3,No,2,1,10,20,No,18-25
384,49,Sales,Manager,Female,Married,Medical,3,Travel_Rarely,3,2,11,2,8547,19,3,4,1,3,4,3,No,5,4,7,6,No,46-55
385,47,Research & Development,Research Scientist,Male,Married,Life Sciences,5,Travel_Rarely,7,4,12,6,4996,13,2,3,3,3,3,4,No,1,3,16,22,No,46-55
386,52,Research & Development,Manufacturing Director,Female,Single,Life Sciences,5,Travel_Rarely,14,7,7,9,8617,18,3,2,3,2,1,4,Yes,0,5,16,12,No,46-55
387,57,Research & Development,Research Director,Female,Married,Life Sciences,5,Travel_Rarely,0,0,11,0,7799,22,2,3,3,4,2,4,No,1,6,8,10,Yes,55+
388,33,Research & Development,Research Director,Female,Married,Medical,3,Travel_Rarely,5,4,10,2,12112,13,2,1,2,3,1,3,No,4,1,5,19,Yes,26-35
389,30,Research & Development,Healthcare Representative,Male,Divorced,Other,3,Travel_Rarely,1,0,1,0,6917,12,1,4,1,3,3,4,No,5,1,14,8,No,26-35
390,59,Research & Development,Manager,Female,Single,Medical,4,Travel_Rarely,9,8,1,8,10904,15,2,4,2,1,4,3,No,1,7,17,5,No,55+
391,47,Research & Development,Manufacturing Director,Male,Divorced,Life Sciences,4,Travel_Rarely,0,0,1,0,7686,24,0,1,2,2,3,3,No,0,8,13,27,No,46-55
392,36,Research & Development,Manufacturing Director,Female,Divorced,Medical,4,Travel_Frequently,7,6,2,1,6991,14,3,1,4,1,4,3,No,1,4,11,10,Yes,36-45
393,34,Research & Development,Research Scientist,Male,Single,Life Sciences,4,Travel_Rarely,1,0,5,0,5661,23,3,1,1,1,4,4,No,1,6,6,11,No,26-35
394,36,Sales,Manager,Male,Married,Technical Degree,2,Travel_Rarely,5,4,0,3,11700,15,2,3,4,3,1,3,Yes,1,8,6,20,No,36-45
395,45,Human Resources,Human Resources,Male,Divorced,Medical,2,Travel_Rarely,10,6,10,4,4034,16,0,2,2,4,1,3,No,3,0,17,14,No,36-45
396,43,Research & Development,Laboratory Technician,Male,Divorced,Life Sciences,4,Travel_Rarely,8,5,1,7,2625,25,2,3,4,1,3,3,No,3,7,22,14,No,36-45
397,54,Research & Development,Manager,Male,Married,Life Sciences,4,Travel_Frequently,8,4,9,3,8681,13,2,1,3,2,2,3,Yes,1,9,10,29,No,46-55
398,43,Sales,Sales Executive,Male,Married,Marketing,1,Non-Travel,4,2,14,1,6969,11,1,3,2,2,1,4,Yes,0,9,4,2,Yes,36-45
399,40,Research & Development,Laboratory Technician,Male,Married,Life Sciences,2,Travel_Rarely,13,10,1,8,3859,25,2,4,3,4,4,3,Yes,6,8,19,26,No,36-45
400,26,Sales,Sales Executive,Female,Married,Marketing,1,Travel_Rarely,5,3,13,1,6702,14,2,3,1,2,3,3,No,0,8,16,17,No,26-35
401,29,Sales,Sales Executive,Female,Single,Life Sciences,1,Travel_Frequently,14,6,11,9,6324,16,1,1,4,1,3,3,No,0,9,16,15,No,26-35
402,18,Research & Development,Research Director,Male,Married,Life Sciences,5,Non-Travel,4,1,0,1,10676,12,1,4,2,4,2,3,No,0,6,7,29,No,18-25
403,18,Research & Development,Healthcare Representative,Male,Single,Medical,3,Travel_Rarely,4,3,2,1,4623,12,0,2,1,2,3,3,Yes,5,9,18,23,No,18-25
404,51,Research & Development,Manufacturing Director,Male,Single,Other,2,Travel_Rarely,1,0,9,0,8073,11,1,3,3,2,1,3,No,5,2,5,26,No,46-55
405,49,Human Resources,Manager,Male,Married,Human Resources,4,Non-Travel,4,2,6,2,10352,19,3,3,4,1,4,3,Yes,2,4,4,27,Yes,46-55
406,42,Research & Development,Research Director,Female,Married,Life Sciences,4,Travel_Rarely,0,0,14,0,12562,13,3,1,4,1,3,3,No,1,1,10,3,Yes,36-45
407,57,Research & Development,Research Scientist,Female,Single,Life Sciences,3,Travel_Rarely,12,7,12,10,5286,12,0,2,2,1,3,3,No,6,9,22,3,Yes,55+
408,18,Sales,Sales Representative,Male,Married,Life Sciences,2,Travel_Rarely,6,2,0,3,3054,14,2,4,4,1,4,3,No,6,2,14,3,Yes,18-25
409,33,Research & Development,Research Scientist,Male,Married,Medical,4,Non-Travel,30,18,6,9,6244,16,0,1,4,4,3,3,No,1,9,36,26,No,26-35
410,56,Research & Development,Laboratory Technician,Male,Single,Medical,4,Non-Travel,0,0,4,0,2898,11,1,1,3,4,3,4,No,2,6,1,28,Yes,55+
411,22,Human Resources,Manager,Female,Single,Human Resources,5,Travel_Rarely,1,0,8,0,10495,19,2,3,3,4,2,3,Yes,0,0,13,29,Yes,18-25
412,39,Research & Development,Healthcare Representative,Female,Divorced,Human Resources,1,Travel_Rarely,12,6,1,6,4982,19,0,2,3,3,1,3,No,4,2,12,3,No,36-45
413,46,Research & Development,Research Director,Male,Married,Life Sciences,4,Travel_Rarely,3,0,0,0,8916,18,0,1,1,1,3,3,No,4,4,16,18,Yes,46-55
414,20,Sales,Manager,Male,Married,Medical,2,Non-Travel,3,1,8,0,9355,16,3,3,1,1,1,3,Yes,2,3,13,6,No,18-25
415,29,Research & Development,Laboratory Technician,Female,Married,Human Resources,3,Non-Travel,11,3,7,5,3698,14,0,4,4,4,2,4,No,6,2,12,14,No,26-35
416,43,Research & Development,Manufacturing Director,Female,Divorced,Technical Degree,5,Travel_Rarely,4,2,9,1,9017,12,2,1,1,2,1,3,No,4,5,6,26,No,36-45
417,33,Sales,Manager,Male,Single,Life Sciences,2,Travel_Rarely,1,0,5,0,8521,18,0,4,2,2,2,3,Yes,3,5,12,3,No,26-35
418,54,Sales,Sales Executive,Male,Married,Life Sciences,5,Travel_Rarely,13,11,14,11,6673,17,0,4,3,1,1,3,No,1,3,15,1,No,46-55
419,39,Research & Development,Research Scientist,Male,Married,Medical,1,Travel_Rarely,0,0,4,0,4762,22,1,3,1,1,1,3,No,4,8,7,10,Yes,36-45
420,46,Sales,Sales Executive,Male,Married,Life Sciences,4,Non-Travel,13,6,7,10,4118,24,0,2,4,4,3,3,No,5,5,17,13,No,46-55
421,31,Human Resources,Manager,Male,Single,Life Sciences,2,Travel_Rarely,0,0,7,0,10454,14,2,4,3,1,1,3,No,5,8,8,29,Yes,26-35
422,45,Research & Development,Research Scientist,Male,Married,Life Sciences,3,Travel_Rarely,6,4,13,4,4807,13,3,1,1,2,3,3,No,6,9,8,9,No,36-45
423,22,Sales,Sales Executive,Male,Single,Medical,1,Travel_Rarely,0,0,4,0,5514,25,3,2,3,2,3,4,No,6,9,5,22,Yes,18-25
424,47,Research & Development,Manager,Male,Married,Life Sciences,1,Travel_Frequently,7,5,11,5,12339,16,3,2,1,1,1,3,Yes,3,1,10,22,No,46-55
425,22,Research & Development,Laboratory Technician,Female,Married,Life Sciences,5,Travel_Rarely,0,0,6,0,3901,25,3,3,4,4,3,4,No,1,5,7,26,No,18-25
426,29,Research & Development,Healthcare Representative,Male,Single,Life Sciences,1,Travel_Rarely,11,5,12,5,6086,25,1,1,1,4,1,3,No,3,3,22,25,No,26-35
427,33,Sales,Sales Executive,Male,Divorced,Technical Degree,2,Travel_Rarely,3,2,12,1,5724,11,2,1,1,2,4,3,No,1,1,3,2,No,26-35
428,43,Sales,Sales Executive,Male,Single,Technical Degree,5,Travel_Rarely,0,0,0,0,4538,12,1,3,1,4,3,3,No,1,4,3,10,No,36-45
429,43,Research & Development,Research Director,Male,Divorced,Medical,1,Travel_Rarely,7,4,3,2,10066,17,3,3,3,2,4,3,No,6,2,13,25,No,36-45
430,38,Research & Development,Healthcare Representative,Female,Married,Medical,3,Travel_Rarely,4,3,1,1,5228,21,1,2,1,1,4,3,No,4,5,12,12,No,36-45
431,56,Research & Development,Manufacturing Director,Male,Single,Other,2,Travel_Rarely,1,0,9,0,10974,13,0,4,1,2,3,3,No,5,7,13,19,No,55+
432,53,Research & Development,Manufacturing Director,Male,Single,Life Sciences,3,Travel_Rarely,0,0,2,0,7563,24,2,4,1,1,2,3,Yes,2,3,0,3,Yes,46-55
433,50,Research & Development,Healthcare Representative,Female,Divorced,Life Sciences,3,Travel_Rarely,3,2,11,2,5631,23,0,4,3,4,2,3,No,4,3,10,19,Yes,46-55
434,47,Sales,Manager,Male,Single,Life Sciences,5,Travel_Rarely,0,0,0,0,12265,11,1,4,4,3,4,3,No,6,4,1,1,No,46-55
435,54,Research & Development,Research Director,Female,Single,Life Sciences,4,Travel_Rarely,0,0,10,0,12098,12,0,1,4,3,4,3,No,0,5,3,26,Yes,46-55
436,40,Human Resources,Manager,Male,Married,Life Sciences,5,Non-Travel,1,0,10,0,12408,20,1,1,4,3,1,4,No,3,6,4,15,No,36-45
437,27,Research & Development,Manufacturing Director,Male,Married,Human Resources,2,Travel_Rarely,5,3,1,1,9319,20,1,3,1,2,4,3,No,6,5,18,23,No,26-35
438,22,Research & Development,Manufacturing Director,Male,Married,Medical,2,Travel_Rarely,4,1,12,2,8002,24,2,3,3,3,3,3,No,0,6,11,26,No,18-25
439,53,Sales,Sales Executive,Male,Single,Medical,5,Travel_Rarely,0,0,0,0,6479,19,2,4,4,2,2,3,Yes,1,8,10,13,No,46-55
440,51,Research & Development,Research Director,Female,Single,Human Resources,4,Travel_Rarely,20,11,7,17,9261,17,2,3,4,4,2,3,Yes,6,3,21,7,No,46-55
441,48,Research & Development,Laboratory Technician,Female,Single,Life Sciences,5,Travel_Rarely,13,7,3,7,2876,17,3,1,4,1,2,3,Yes,4,9,19,2,Yes,46-55
442,27,Research & Development,Healthcare Representative,Male,Single,Life Sciences,2,Non-Travel,1,0,2,0,6363,24,2,4,2,3,3,3,No,0,0,3,22,Yes,26-35
443,36,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Rarely,0,0,0,0,6153,20,0,4,3,2,1,3,Yes,0,8,8,20,No,36-45
444,49,Research & Development,Manager,Female,Married,Medical,2,Travel_Rarely,17,9,1,9,11946,18,2,1,2,4,3,3,No,5,6,21,11,No,46-55
445,18,Research & Development,Research Director,Female,Single,Life Sciences,4,Travel_Rarely,3,2,2,1,13082,25,2,2,1,4,3,3,No,6,3,16,23,No,18-25
446,22,Sales,Manager,Male,Married,Life Sciences,4,Travel_Rarely,2,1,2,1,11828,22,2,4,4,3,2,3,No,0,9,13,16,No,18-25
447,21,Research & Development,Laboratory Technician,Male,Married,Medical,5,Non-Travel,4,1,5,3,2675,22,1,3,1,4,3,3,No,5,7,18,14,Yes,18-25
448,33,Sales,Manager,Male,Divorced,Marketing,5,Travel_Rarely,8,7,9,3,10788,18,1,2,3,4,4,3,Yes,5,6,15,23,Yes,26-35
449,41,Sales,Sales Representative,Female,Divorced,Medical,5,Non-Travel,1,0,7,0,4447,19,2,1,1,4,3,4,No,1,1,15,15,No,36-45
450,33,Research & Development,Research Director,Male,Divorced,Life Sciences,4,Travel_Frequently,8,7,5,7,13196,12,1,2,1,2,2,3,No,5,0,12,20,Yes,26-35
451,19,Research & Development,Healthcare Representative,Male,Single,Life Sciences,4,Travel_Rarely,8,4,1,6,5328,24,1,2,4,4,2,4,No,1,8,8,19,Yes,18-25
452,45,Research & Development,Healthcare Representative,Female,Single,Medical,2,Travel_Rarely,4,2,1,2,4690,18,3,4,3,4,3,3,Yes,5,6,12,7,No,36-45
453,49,Sales,Sales Executive,Male,Single,Life Sciences,3,Non-Travel,12,11,13,8,6558,18,0,2,1,4,4,3,No,5,9,21,9,Yes,46-55
454,44,Research & Development,Manufacturing Director,Male,Single,Other,5,Non-Travel,0,0,6,0,7923,23,1,3,2,4,4,3,No,6,0,10,4,No,36-45
455,37,Sales,Manager,Male,Married,Medical,2,Travel_Rarely,5,4,0,4,10430,15,0,4,4,4,2,4,No,6,3,16,6,Yes,36-45
456,41,Sales,Sales Representative,Male,Married,Life Sciences,2,Non-Travel,3,2,0,2,3618,15,1,1,2,2,4,3,No,1,4,9,23,No,36-45
457,29,Research & Development,Research Director,Male,Divorced,Marketing,1,Travel_Rarely,3,2,6,1,9893,14,2,3,4,4,4,3,Yes,0,4,6,10,No,26-35
458,52,Sales,Sales Representative,Male,Divorced,Medical,5,Travel_Rarely,1,0,8,0,4338,24,1,4,1,4,1,3,No,3,4,7,3,No,46-55
459,50,Research & Development,Research Scientist,Male,Married,Life Sciences,2,Travel_Rarely,2,0,4,0,5592,15,1,2,4,1,1,4,No,4,2,6,21,Yes,46-55
460,50,Sales,Manager,Male,Married,Technical Degree,1,Travel_Rarely,0,0,10,0,10942,12,0,3,1,4,4,3,No,4,4,9,28,No,46-55
461,60,Sales,Sales Representative,Female,Single,Technical Degree,5,Travel_Rarely,1,0,0,0,2830,12,2,4,2,4,4,3,No,1,3,14,1,No,55+
462,54,Sales,Manager,Female,Single,Medical,4,Travel_Rarely,1,0,4,0,8953,15,3,4,1,2,1,3,Yes,0,4,9,6,Yes,46-55
463,29,Research & Development,Manufacturing Director,Male,Married,Life Sciences,1,Travel_Rarely,7,4,10,3,7931,21,0,1,4,4,1,3,No,6,6,8,5,No,26-35
464,20,Research & Development,Healthcare Representative,Male,Single,Medical,4,Travel_Rarely,0,0,0,0,6496,23,2,4,4,2,1,3,No,6,4,3,23,Yes,18-25
465,18,Research & Development,Research Scientist,Male,Married,Marketing,3,Non-Travel,6,3,9,2,5438,13,2,1,4,3,2,3,No,3,7,11,15,No,18-25
466,50,Research & Development,Manufacturing Director,Male,Married,Life Sciences,3,Travel_Frequently,1,0,14,0,9439,11,0,2,2,4,2,3,No,2,7,11,25,No,46-55
467,57,Research & Development,Manufacturing Director,Male,Married,Life Sciences,3,Non-Travel,0,0,11,0,9704,19,1,4,3,1,1,3,No,6,2,4,11,No,55+
468,27,Sales,Manager,Female,Married,Human Resources,3,Non-Travel,2,1,8,0,10755,12,2,4,2,2,1,3,Yes,1,4,2,20,No,26-35
469,60,Research & Development,Healthcare Representative,Male,Single,Life Sciences,2,Non-Travel,1,0,3,0,6042,24,3,2,1,3,1,3,Yes,2,3,9,25,Yes,55+
470,46,Research & Development,Research Director,Male,Divorced,Marketing,3,Travel_Frequently,4,3,8,2,9957,22,1,4,1,1,2,3,No,4,4,12,13,Yes,46-55
471,30,Research & Development,Laboratory Technician,Male,Single,Medical,2,Travel_Rarely,2,1,1,0,3276,24,0,4,2,2,2,3,No,4,7,4,6,No,26-35
472,29,Research & Development,Healthcare Representative,Female,Married,Medical,2,Travel_Rarely,20,14,6,17,5921,20,0,3,2,3,4,3,No,6,3,23,5,No,26-35
473,48,Human Resources,Manager,Male,Married,Life Sciences,5,Travel_Rarely,19,14,14,8,7543,12,0,1,1,1,3,3,No,3,4,22,2,No,46-55
474,19,Research & Development,Laboratory Technician,Female,Married,Technical Degree,2,Travel_Rarely,3,1,11,2,4241,24,0,4,1,4,4,3,No,3,6,12,17,No,18-25
475,52,Sales,Manager,Male,Divorced,Life Sciences,2,Travel_Rarely,9,5,12,3,11656,14,3,4,1,1,3,3,No,2,2,16,24,No,46-55
476,40,Research & Development,Laboratory Technician,Female,Single,Medical,3,Travel_Rarely,0,0,1,0,3225,12,3,1,3,1,3,3,No,6,5,5,12,No,36-45
477,34,Research & Development,Research Scientist,Female,Married,Medical,2,Non-Travel,4,2,11,2,6270,17,2,3,3,1,3,3,No,4,8,18,12,No,26-35
478,43,Research & Development,Research Scientist,Male,Married,Marketing,4,Travel_Rarely,8,5,3,5,7476,25,3,1,2,2,4,3,No,3,3,9,22,No,36-45
479,25,Research & Development,Healthcare Representative,Male,Divorced,Other,3,Non-Travel,1,0,5,0,5007,22,0,4,2,4,2,3,No,3,3,4,14,No,18-25
480,46,Research & Development,Research Director,Male,Single,Medical,1,Travel_Rarely,0,0,13,0,11831,20,3,2,3,4,2,3,Yes,4,5,0,7,Yes,46-55
481,43,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Travel_Rarely,1,0,1,0,4418,25,1,2,4,2,2,3,No,6,5,3,22,Yes,36-45
482,27,Research & Development,Healthcare Representative,Female,Married,Other,2,Travel_Rarely,3,2,1,1,5792,11,1,3,3,1,2,3,No,4,2,6,26,No,26-35
483,43,Research & Development,Manager,Female,Single,Medical,4,Travel_Rarely,4,1,1,1,11973,21,2,3,2,4,4,3,No,0,0,11,29,No,36-45
484,51,Research & Development,Healthcare Representative,Female,Married,Life Sciences,3,Travel_Frequently,2,1,2,0,5881,12,0,4,3,1,1,3,No,5,2,4,14,Yes,46-55
485,58,Sales,Sales Representative,Female,Married,Life Sciences,4,Travel_Rarely,3,1,4,2,4094,21,3,3,4,4,3,4,Yes,3,7,7,7,No,55+
486,24,Research & Development,Research Scientist,Male,Married,Technical Degree,1,Travel_Rarely,3,2,8,0,7395,15,2,4,2,2,2,4,Yes,2,7,3,9,No,18-25
487,21,Sales,Sales Executive,Male,Divorced,Life Sciences,1,Travel_Rarely,8,5,5,2,6146,25,2,2,1,3,2,3,Yes,6,5,20,14,No,18-25
488,28,Research & Development,Healthcare Representative,Female,Married,Medical,5,Non-Travel,0,0,14,0,6331,12,3,3,2,1,4,3,No,1,6,3,21,Yes,26-35
489,46,Research & Development,Research Scientist,Male,Married,Medical,5,Travel_Frequently,8,4,14,7,6335,19,2,4,3,4,3,3,Yes,1,1,9,17,No,46-55
490,53,Sales,Sales Representative,Female,Married,Life Sciences,3,Travel_Rarely,7,5,11,3,4129,14,0,1,3,4,2,4,No,4,8,10,17,No,46-55
491,42,Research & Development,Manager,Male,Single,Medical,5,Travel_Rarely,8,4,13,6,11540,19,3,3,4,4,1,3,No,5,2,12,25,No,36-45
492,38,Sales,Sales Executive,Male,Single,Life Sciences,4,Travel_Rarely,7,4,8,2,6937,21,1,4,3,2,2,3,Yes,6,1,9,21,No,36-45
493,53,Sales,Sales Executive,Female,Married,Medical,5,Travel_Frequently,3,2,9,2,6385,22,1,4,4,2,3,3,No,6,4,16,13,No,46-55
494,27,Research & Development,Laboratory Technician,Male,Single,Medical,4,Travel_Rarely,1,0,14,0,3918,11,3,1,2,3,1,3,No,2,0,6,29,No,26-35
495,54,Research & Development,Manager,Female,Single,Medical,5,Travel_Rarely,4,3,13,2,7931,11,2,2,3,2,4,3,No,0,4,15,27,No,46-55
496,26,Human Resources,Human Resources,Female,Married,Marketing,5,Travel_Rarely,19,17,12,14,5160,11,2,1,2,1,1,3,No,3,9,33,29,No,26-35
497,41,Research & Development,Healthcare Representative,Female,Married,Technical Degree,5,Travel_Rarely,5,2,4,3,6456,24,1,4,1,2,3,4,No,0,3,6,18,Yes,36-45
498,52,Research & Development,Research Director,Female,Single,Marketing,2,Travel_Rarely,0,0,10,0,11991,14,1,1,1,4,3,3,No,6,5,4,19,No,46-55
499,52,Research & Development,Manufacturing Director,Male,Married,Life Sciences,2,Travel_Frequently,0,0,5,0,7509,19,0,1,4,1,1,3,No,2,4,3,17,Yes,46-55
500,53,Sales,Manager,Female,Single,Life Sciences,5,Travel_Frequently,29,22,9,10,12078,18,2,4,3,2,2,3,Yes,0,8,33,6,No,46-55
501,35,Human Resources,Manager,Male,Divorced,Medical,4,Travel_Rarely,0,0,11,0,7725,17,0,2,2,1,3,3,No,4,4,12,12,Yes,26-35
502,56,Research & Development,Research Director,Male,Divorced,Human Resources,3,Travel_Rarely,0,0,7,0,9045,25,1,1,2,1,1,3,No,1,7,8,6,Yes,55+
503,49,Research & Development,Research Director,Female,Married,Technical Degree,1,Travel_Rarely,2,1,2,1,11379,11,1,1,3,2,3,3,No,4,1,7,3,Yes,46-55
504,41,Sales,Sales Representative,Male,Single,Technical Degree,2,Travel_Frequently,20,13,1,8,4214,13,1,3,2,1,2,4,Yes,3,2,26,15,Yes,36-45
505,40,Research & Development,Manufacturing Director,Male,Married,Life Sciences,5,Travel_Rarely,2,0,2,1,7903,19,1,3,3,4,2,3,No,4,2,15,3,No,36-45
506,49,Research & Development,Research Director,Male,Divorced,Medical,1,Travel_Rarely,3,1,13,1,11598,25,0,4,3,4,1,3,No,2,2,13,23,No,46-55
507,54,Research & Development,Research Scientist,Male,Married,Medical,2,Travel_Frequently,6,2,8,4,5680,19,1,4,1,2,4,4,Yes,6,5,13,15,No,46-55
508,29,Sales,Sales Executive,Female,Single,Life Sciences,3,Travel_Rarely,0,0,14,0,4000,15,3,4,3,2,4,4,No,2,6,14,1,Yes,26-35
509,30,Research & Development,Healthcare Representative,Male,Married,Life Sciences,4,Travel_Rarely,13,4,5,6,4667,22,2,3,2,4,2,3,Yes,3,6,21,21,No,26-35
510,40,Human Resources,Human Resources,Female,Divorced,Other,5,Travel_Rarely,4,1,9,2,5318,23,1,4,3,2,4,3,Yes,3,6,17,29,No,36-45
