Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CG-10401,17,40,28906.6,5,5,4,4.666666666666667,Champions
CG-10402,118,33,25986.03,3,3,3,3.0,Loyal Customers
CG-10403,186,32,19886.49,1,3,2,2.0,Needs Attention
CG-10404,29,36,37751.520000000004,5,4,5,4.666666666666667,Champions
CG-10405,37,44,27284.26,5,5,4,4.666666666666667,Champions
CG-10406,44,29,30905.55,5,2,4,3.6666666666666665,New Customers
CG-10407,244,29,12780.82,1,2,1,1.3333333333333333,Lost
CG-10408,239,34,40715.520000000004,1,4,5,3.3333333333333335,At Risk
CG-10409,151,21,6712.1900000000005,2,1,1,1.3333333333333333,Needs Attention
CG-10410,76,29,17592.55,4,2,2,2.6666666666666665,New Customers
CG-10411,117,37,38105.31,3,4,5,4.0,Loyal Customers
CG-10412,31,28,26599.02,5,2,4,3.6666666666666665,New Customers
CG-10413,106,42,51946.32,3,5,5,4.333333333333333,Loyal Customers
CG-10414,215,24,27650.300000000003,1,1,4,2.0,Lost
CG-10415,109,45,36444.24,3,5,5,4.333333333333333,Loyal Customers
CG-10416,31,34,22972.38,5,4,3,4.0,Loyal Customers
CG-10417,69,34,19964.7,4,4,2,3.3333333333333335,Needs Attention
CG-10418,86,23,17966.59,4,1,2,2.3333333333333335,New Customers
CG-10419,58,30,25194.19,5,2,3,3.3333333333333335,New Customers
CG-10420,161,41,64007.54,2,5,5,4.0,At Risk
CG-10421,48,29,13959.58,5,2,1,2.6666666666666665,New Customers
CG-10422,134,33,35853.11,3,3,5,3.6666666666666665,Loyal Customers
CG-10423,71,45,25544.94,4,5,3,4.0,Loyal Customers
CG-10424,45,36,35056.73,5,4,5,4.666666666666667,Champions
CG-10425,92,28,15701.76,4,2,1,2.3333333333333335,New Customers
CG-10426,164,33,21754.46,2,3,2,2.3333333333333335,Needs Attention
CG-10427,51,33,17429.17,5,3,2,3.3333333333333335,Needs Attention
CG-10428,178,28,30386.44,1,2,4,2.3333333333333335,Lost
CG-10429,148,32,20657.13,2,3,2,2.3333333333333335,Needs Attention
CG-10430,116,40,28499.72,3,5,4,4.0,Loyal Customers
CG-10431,284,34,18658.8,1,4,2,2.3333333333333335,Needs Attention
CG-10432,121,29,22150.24,3,2,3,2.6666666666666665,Needs Attention
CG-10433,189,34,29164.42,1,4,4,3.0,At Risk
CG-10434,47,33,32011.8,5,3,4,4.0,Loyal Customers
CG-10435,55,36,36961.36,5,4,5,4.666666666666667,Champions
CG-10436,45,37,31671.62,5,4,4,4.333333333333333,Champions
CG-10437,145,31,48157.97,2,3,5,3.3333333333333335,At Risk
CG-10438,353,30,22257.78,1,2,3,2.0,Lost
CG-10439,98,45,38425.08,4,5,5,4.666666666666667,Champions
CG-10440,169,29,17183.45,2,2,1,1.6666666666666667,Needs Attention
CG-10441,146,30,19998.78,2,2,2,2.0,Needs Attention
CG-10442,71,39,20502.25,4,5,2,3.6666666666666665,Needs Attention
CG-10443,135,43,24196.14,3,5,3,3.6666666666666665,Loyal Customers
CG-10444,153,35,48685.43,2,4,5,3.6666666666666665,At Risk
CG-10445,188,22,16509.94,1,1,1,1.0,Lost
CG-10446,114,26,22744.06,3,1,3,2.3333333333333335,Needs Attention
CG-10447,64,33,17539.510000000002,5,3,2,3.3333333333333335,Needs Attention
CG-10448,199,40,28878.05,1,5,4,3.3333333333333335,At Risk
CG-10449,141,48,31234.239999999998,2,5,4,3.6666666666666665,At Risk
CG-10450,111,36,40821.66,3,4,5,4.0,Loyal Customers
CG-10451,32,36,37483.19,5,4,5,4.666666666666667,Champions
CG-10452,99,35,30618.489999999998,4,4,4,4.0,Champions
CG-10453,53,30,22138.11,5,2,3,3.3333333333333335,New Customers
CG-10454,274,26,18979.55,1,1,2,1.3333333333333333,Lost
CG-10455,172,35,45048.619999999995,2,4,5,3.6666666666666665,At Risk
CG-10456,53,33,36872.56,5,3,5,4.333333333333333,Loyal Customers
CG-10457,151,33,26493.01,2,3,4,3.0,At Risk
CG-10458,82,35,38381.74,4,4,5,4.333333333333333,Champions
CG-10459,98,37,31125.21,4,4,4,4.0,Champions
CG-10460,222,40,36811.87,1,5,5,3.6666666666666665,At Risk
CG-10461,211,25,14909.2,1,1,1,1.0,Lost
CG-10462,118,31,14051.18,3,3,1,2.3333333333333335,Needs Attention
CG-10463,102,35,23269.11,4,4,3,3.6666666666666665,Loyal Customers
CG-10464,180,38,40991.39,1,5,5,3.6666666666666665,At Risk
CG-10465,132,21,12755.2,3,1,1,1.6666666666666667,Needs Attention
CG-10466,99,33,20910.6,4,3,2,3.0,Needs Attention
CG-10467,143,39,24616.649999999998,2,5,3,3.3333333333333335,At Risk
CG-10468,238,32,28606.86,1,3,4,2.6666666666666665,At Risk
CG-10469,307,27,18238.31,1,1,2,1.3333333333333333,Lost
CG-10470,161,38,33669.08,2,5,5,4.0,At Risk
CG-10471,52,30,11728.67,5,2,1,2.6666666666666665,New Customers
CG-10472,255,26,16476.81,1,1,1,1.0,Lost
CG-10473,174,29,19812.1,2,2,2,2.0,Needs Attention
CG-10474,121,29,18658.54,3,2,2,2.3333333333333335,Needs Attention
CG-10475,86,49,34887.18,4,5,5,4.666666666666667,Champions
CG-10476,145,38,31359.49,2,5,4,3.6666666666666665,At Risk
CG-10477,10,39,27574.03,5,5,4,4.666666666666667,Champions
CG-10478,135,34,20731.16,3,4,2,3.0,Needs Attention
CG-10479,134,40,35699.58,3,5,5,4.333333333333333,Loyal Customers
CG-10480,28,28,16152.26,5,2,1,2.6666666666666665,New Customers
CG-10481,94,24,21946.989999999998,4,1,3,2.6666666666666665,New Customers
CG-10482,152,35,38056.88,2,4,5,3.6666666666666665,At Risk
CG-10483,83,38,29443.84,4,5,4,4.333333333333333,Champions
CG-10484,81,28,27100.75,4,2,4,3.3333333333333335,New Customers
CG-10485,157,39,35016.25,2,5,5,4.0,At Risk
CG-10486,103,32,23554.0,3,3,3,3.0,Loyal Customers
CG-10487,75,32,14465.87,4,3,1,2.6666666666666665,Needs Attention
CG-10488,131,37,46997.0,3,4,5,4.0,Loyal Customers
CG-10489,43,31,23274.48,5,3,3,3.6666666666666665,Loyal Customers
CG-10490,132,30,32776.96,3,2,4,3.0,Potential Loyalists
CG-10491,146,38,39020.6,2,5,5,4.0,At Risk
CG-10492,173,34,26536.95,2,4,4,3.3333333333333335,At Risk
CG-10493,57,24,17309.62,5,1,2,2.6666666666666665,New Customers
CG-10494,172,32,31844.72,2,3,4,3.0,At Risk
CG-10495,57,39,24841.34,5,5,3,4.333333333333333,Loyal Customers
CG-10496,173,37,25242.12,2,4,3,3.0,At Risk
CG-10497,123,37,48473.270000000004,3,4,5,4.0,Loyal Customers
CG-10498,235,32,23770.98,1,3,3,2.3333333333333335,At Risk
CG-10499,130,38,24944.44,3,5,3,3.6666666666666665,Loyal Customers
CG-10500,141,25,18993.0,2,1,2,1.6666666666666667,Needs Attention
CG-10501,127,46,32720.78,3,5,4,4.0,Loyal Customers
CG-10502,262,22,18406.53,1,1,2,1.3333333333333333,Lost
CG-10503,116,23,18106.9,3,1,2,2.0,Needs Attention
CG-10504,46,32,34351.72,5,3,5,4.333333333333333,Loyal Customers
CG-10505,93,34,16080.56,4,4,1,3.0,Needs Attention
CG-10506,68,37,25327.379999999997,4,4,3,3.6666666666666665,Loyal Customers
CG-10507,167,31,43458.96,2,3,5,3.3333333333333335,At Risk
CG-10508,138,28,15689.439999999999,2,2,1,1.6666666666666667,Needs Attention
CG-10509,212,24,15399.16,1,1,1,1.0,Lost
CG-10510,131,37,24259.32,3,4,3,3.3333333333333335,Loyal Customers
CG-10511,98,27,17286.1,4,1,2,2.3333333333333335,New Customers
CG-10512,93,27,18781.329999999998,4,1,2,2.3333333333333335,New Customers
CG-10513,108,39,34152.53,3,5,5,4.333333333333333,Loyal Customers
CG-10514,147,28,27420.03,2,2,4,2.6666666666666665,Needs Attention
CG-10515,122,24,10327.36,3,1,1,1.6666666666666667,Needs Attention
CG-10516,163,31,21087.27,2,3,2,2.3333333333333335,Needs Attention
CG-10517,197,37,31857.55,1,4,4,3.0,At Risk
CG-10518,148,36,56578.72,2,4,5,3.6666666666666665,At Risk
CG-10519,27,30,23159.76,5,2,3,3.3333333333333335,New Customers
CG-10520,102,30,29134.81,4,2,4,3.3333333333333335,New Customers
CG-10521,59,33,14395.35,5,3,1,3.0,Needs Attention
CG-10522,55,28,24490.0,5,2,3,3.3333333333333335,New Customers
CG-10523,140,40,33526.85,2,5,5,4.0,At Risk
CG-10524,129,30,22074.29,3,2,3,2.6666666666666665,Needs Attention
CG-10525,123,38,20179.52,3,5,2,3.3333333333333335,Needs Attention
CG-10526,32,37,36755.99,5,4,5,4.666666666666667,Champions
CG-10527,66,28,12784.91,5,2,1,2.6666666666666665,New Customers
CG-10528,136,31,19918.69,3,3,2,2.6666666666666665,Needs Attention
CG-10529,221,26,36266.77,1,1,5,2.3333333333333335,Lost
CG-10530,139,37,25310.14,2,4,3,3.0,At Risk
CG-10531,35,36,18149.760000000002,5,4,2,3.6666666666666665,Needs Attention
CG-10532,254,32,33578.76,1,3,5,3.0,At Risk
CG-10533,49,35,71976.78,5,4,5,4.666666666666667,Champions
CG-10534,91,45,38859.36,4,5,5,4.666666666666667,Champions
CG-10535,172,44,32437.73,2,5,4,3.6666666666666665,At Risk
CG-10536,86,35,22590.55,4,4,3,3.6666666666666665,Loyal Customers
CG-10537,161,27,28539.510000000002,2,1,4,2.3333333333333335,Needs Attention
CG-10538,56,34,16493.55,5,4,1,3.3333333333333335,Needs Attention
CG-10539,183,40,22991.8,1,5,3,3.0,At Risk
CG-10540,146,33,17921.09,2,3,2,2.3333333333333335,Needs Attention
CG-10541,227,29,26086.84,1,2,3,2.0,Lost
CG-10542,46,21,31733.86,5,1,4,3.3333333333333335,New Customers
CG-10543,171,40,32379.09,2,5,4,3.6666666666666665,At Risk
CG-10544,71,40,57588.04,4,5,5,4.666666666666667,Champions
CG-10545,170,35,19979.3,2,4,2,2.6666666666666665,Needs Attention
CG-10546,191,36,45834.74,1,4,5,3.3333333333333335,At Risk
CG-10547,226,26,29047.14,1,1,4,2.0,Lost
CG-10548,236,28,19597.85,1,2,2,1.6666666666666667,Lost
CG-10549,112,39,33198.82,3,5,5,4.333333333333333,Loyal Customers
CG-10550,168,32,51045.5,2,3,5,3.3333333333333335,At Risk
CG-10551,124,28,32708.62,3,2,4,3.0,Potential Loyalists
CG-10552,61,40,20876.19,5,5,2,4.0,Needs Attention
CG-10553,162,21,16590.73,2,1,1,1.3333333333333333,Needs Attention
CG-10554,111,34,15895.79,3,4,1,2.6666666666666665,Needs Attention
CG-10555,32,30,29422.08,5,2,4,3.6666666666666665,New Customers
CG-10556,126,36,26526.26,3,4,4,3.6666666666666665,Loyal Customers
CG-10557,18,32,17471.92,5,3,2,3.3333333333333335,Needs Attention
CG-10558,184,18,8703.93,1,1,1,1.0,Lost
CG-10559,85,47,36647.520000000004,4,5,5,4.666666666666667,Champions
CG-10560,149,29,22482.600000000002,2,2,3,2.3333333333333335,Needs Attention
CG-10561,34,44,53924.06,5,5,5,5.0,Champions
CG-10562,90,36,19129.16,4,4,2,3.3333333333333335,Needs Attention
CG-10563,134,27,31360.86,3,1,4,2.6666666666666665,Potential Loyalists
CG-10564,357,29,8975.68,1,2,1,1.3333333333333333,Lost
CG-10565,285,30,16577.48,1,2,1,1.3333333333333333,Lost
CG-10566,19,28,16050.25,5,2,1,2.6666666666666665,New Customers
CG-10567,152,42,44652.52,2,5,5,4.0,At Risk
CG-10568,70,31,18025.57,4,3,2,3.0,Needs Attention
CG-10569,96,33,27046.2,4,3,4,3.6666666666666665,Loyal Customers
CG-10570,73,32,13462.31,4,3,1,2.6666666666666665,Needs Attention
CG-10571,76,27,20127.07,4,1,2,2.3333333333333335,New Customers
CG-10572,131,34,21630.49,3,4,2,3.0,Needs Attention
CG-10573,73,32,46912.93,4,3,5,4.0,Loyal Customers
CG-10574,296,25,15504.18,1,1,1,1.0,Lost
CG-10575,219,31,12143.13,1,3,1,1.6666666666666667,Needs Attention
CG-10576,217,30,26369.88,1,2,3,2.0,Lost
CG-10577,81,33,22147.04,4,3,3,3.3333333333333335,Loyal Customers
CG-10578,133,34,24059.8,3,4,3,3.3333333333333335,Loyal Customers
CG-10579,126,34,23759.420000000002,3,4,3,3.3333333333333335,Loyal Customers
CG-10580,83,41,47775.25,4,5,5,4.666666666666667,Champions
CG-10581,114,40,44984.99,3,5,5,4.333333333333333,Loyal Customers
CG-10582,197,31,19536.07,1,3,2,2.0,Needs Attention
CG-10583,84,45,27808.29,4,5,4,4.333333333333333,Champions
CG-10584,48,25,13297.46,5,1,1,2.3333333333333335,New Customers
CG-10585,97,30,13980.76,4,2,1,2.3333333333333335,New Customers
CG-10586,60,33,25357.71,5,3,3,3.6666666666666665,Loyal Customers
CG-10587,56,33,24449.649999999998,5,3,3,3.6666666666666665,Loyal Customers
CG-10588,133,29,17922.85,3,2,2,2.3333333333333335,Needs Attention
CG-10589,98,37,32319.26,4,4,4,4.0,Champions
CG-10590,67,47,29739.77,5,5,4,4.666666666666667,Champions
CG-10591,41,37,29193.95,5,4,4,4.333333333333333,Champions
CG-10592,212,39,31505.59,1,5,4,3.3333333333333335,At Risk
CG-10593,132,23,9497.34,3,1,1,1.6666666666666667,Needs Attention
CG-10594,62,43,43689.88,5,5,5,5.0,Champions
CG-10595,143,32,32914.61,2,3,4,3.0,At Risk
CG-10596,134,28,17872.01,3,2,2,2.3333333333333335,Needs Attention
CG-10597,157,38,25291.12,2,5,3,3.3333333333333335,At Risk
CG-10598,140,35,25937.83,2,4,3,3.0,At Risk
CG-10599,47,41,33323.14,5,5,5,5.0,Champions
CG-10600,98,47,35704.8,4,5,5,4.666666666666667,Champions
CG-10601,74,32,27848.16,4,3,4,3.6666666666666665,Loyal Customers
CG-10602,216,29,21779.969999999998,1,2,2,1.6666666666666667,Lost
CG-10603,194,43,28614.56,1,5,4,3.3333333333333335,At Risk
CG-10604,135,31,20431.81,3,3,2,2.6666666666666665,Needs Attention
CG-10605,73,31,35010.86,4,3,5,4.0,Loyal Customers
CG-10606,84,38,21294.739999999998,4,5,2,3.6666666666666665,Needs Attention
CG-10607,131,32,32968.82,3,3,4,3.3333333333333335,Loyal Customers
CG-10608,228,29,22269.579999999998,1,2,3,2.0,Lost
CG-10609,148,31,25047.92,2,3,3,2.6666666666666665,At Risk
CG-10610,31,27,17496.34,5,1,2,2.6666666666666665,New Customers
CG-10611,100,34,15740.87,4,4,1,3.0,Needs Attention
CG-10612,163,28,19405.12,2,2,2,2.0,Needs Attention
CG-10613,101,28,17728.26,4,2,2,2.6666666666666665,New Customers
CG-10614,81,27,11164.31,4,1,1,2.0,New Customers
CG-10615,122,42,25158.58,3,5,3,3.6666666666666665,Loyal Customers
CG-10616,281,38,46988.23,1,5,5,3.6666666666666665,At Risk
CG-10617,97,24,13315.1,4,1,1,2.0,New Customers
CG-10618,213,39,54614.670000000006,1,5,5,3.6666666666666665,At Risk
CG-10619,258,29,14558.6,1,2,1,1.3333333333333333,Lost
CG-10620,81,32,19597.83,4,3,2,3.0,Needs Attention
CG-10621,122,28,15614.349999999999,3,2,1,2.0,Needs Attention
CG-10622,102,34,30579.46,4,4,4,4.0,Champions
CG-10623,142,22,9811.12,2,1,1,1.3333333333333333,Needs Attention
CG-10624,50,33,24093.77,5,3,3,3.6666666666666665,Loyal Customers
CG-10625,16,36,18191.15,5,4,2,3.6666666666666665,Needs Attention
CG-10626,228,23,14920.28,1,1,1,1.0,Lost
CG-10627,146,26,19461.54,2,1,2,1.6666666666666667,Needs Attention
CG-10628,189,36,24770.58,1,4,3,2.6666666666666665,At Risk
CG-10629,105,36,26588.260000000002,3,4,4,3.6666666666666665,Loyal Customers
CG-10630,172,20,18138.13,2,1,2,1.6666666666666667,Needs Attention
CG-10631,127,34,36294.39,3,4,5,4.0,Loyal Customers
CG-10632,26,37,47870.27,5,5,5,5.0,Champions
CG-10633,137,39,27178.5,2,5,4,3.6666666666666665,At Risk
CG-10634,199,26,16640.58,1,1,1,1.0,Lost
CG-10635,208,33,23626.420000000002,1,3,3,2.3333333333333335,At Risk
CG-10636,50,31,16842.58,5,3,1,3.0,Needs Attention
CG-10637,46,38,22134.72,5,5,3,4.333333333333333,Loyal Customers
CG-10638,89,35,21336.05,4,4,2,3.3333333333333335,Needs Attention
CG-10639,255,28,14036.210000000001,1,2,1,1.3333333333333333,Lost
CG-10640,172,35,42286.64,2,4,5,3.6666666666666665,At Risk
CG-10641,207,30,14044.27,1,2,1,1.3333333333333333,Lost
CG-10642,127,25,29068.66,3,1,4,2.6666666666666665,Potential Loyalists
CG-10643,142,31,15095.89,2,3,1,2.0,Needs Attention
CG-10644,28,38,28327.08,5,5,4,4.666666666666667,Champions
CG-10645,61,39,23747.27,5,5,3,4.333333333333333,Loyal Customers
CG-10646,98,23,10922.26,4,1,1,2.0,New Customers
CG-10647,55,25,37720.07,5,1,5,3.6666666666666665,New Customers
CG-10648,81,36,31691.07,4,4,4,4.0,Champions
CG-10649,51,27,18894.65,5,1,2,2.6666666666666665,New Customers
CG-10650,54,39,39176.19,5,5,5,5.0,Champions
CG-10651,101,25,19145.16,4,1,2,2.3333333333333335,New Customers
CG-10652,366,32,23856.74,1,3,3,2.3333333333333335,At Risk
CG-10653,54,39,23959.96,5,5,3,4.333333333333333,Loyal Customers
CG-10654,60,38,27860.37,5,5,4,4.666666666666667,Champions
CG-10655,188,29,18708.96,1,2,2,1.6666666666666667,Lost
CG-10656,67,33,18640.54,5,3,2,3.3333333333333335,Needs Attention
CG-10657,289,19,12261.779999999999,1,1,1,1.0,Lost
CG-10658,151,28,16714.83,2,2,1,1.6666666666666667,Needs Attention
CG-10659,119,29,30184.059999999998,3,2,4,3.0,Potential Loyalists
CG-10660,170,24,13659.45,2,1,1,1.3333333333333333,Needs Attention
CG-10661,197,35,24730.56,1,4,3,2.6666666666666665,At Risk
CG-10662,287,22,16814.88,1,1,1,1.0,Lost
CG-10663,43,34,26155.04,5,4,3,4.0,Loyal Customers
CG-10664,28,33,18783.17,5,3,2,3.3333333333333335,Needs Attention
CG-10665,46,31,42416.07,5,3,5,4.333333333333333,Loyal Customers
CG-10666,250,28,15257.09,1,2,1,1.3333333333333333,Lost
CG-10667,113,32,24512.01,3,3,3,3.0,Loyal Customers
CG-10668,135,24,14527.01,3,1,1,1.6666666666666667,Needs Attention
CG-10669,137,43,26491.85,2,5,4,3.6666666666666665,At Risk
CG-10670,121,28,20196.93,3,2,2,2.3333333333333335,Needs Attention
CG-10671,47,33,18802.71,5,3,2,3.3333333333333335,Needs Attention
CG-10672,234,34,17920.27,1,4,2,2.3333333333333335,Needs Attention
CG-10673,139,25,15509.33,2,1,1,1.3333333333333333,Needs Attention
CG-10674,70,37,19536.64,4,5,2,3.6666666666666665,Needs Attention
CG-10675,33,29,17293.64,5,2,2,3.0,New Customers
CG-10676,79,31,27525.33,4,3,4,3.6666666666666665,Loyal Customers
CG-10677,59,33,27919.45,5,3,4,4.0,Loyal Customers
CG-10678,89,36,13077.34,4,4,1,3.0,Needs Attention
CG-10679,128,27,12945.19,3,1,1,1.6666666666666667,Needs Attention
CG-10680,167,29,24007.38,2,2,3,2.3333333333333335,Needs Attention
CG-10681,81,42,22125.02,4,5,3,4.0,Loyal Customers
CG-10682,49,40,57312.76,5,5,5,5.0,Champions
CG-10683,68,26,12958.869999999999,4,1,1,2.0,New Customers
CG-10684,61,30,20474.600000000002,5,2,2,3.0,New Customers
CG-10685,170,33,23972.66,2,3,3,2.6666666666666665,At Risk
CG-10686,73,47,40602.95,4,5,5,4.666666666666667,Champions
CG-10687,94,26,29681.18,4,1,4,3.0,New Customers
CG-10688,93,35,13200.81,4,4,1,3.0,Needs Attention
CG-10689,108,36,21814.65,3,4,3,3.3333333333333335,Loyal Customers
CG-10690,191,28,33792.42,1,2,5,2.6666666666666665,Lost
CG-10691,110,34,37855.28,3,4,5,4.0,Loyal Customers
CG-10692,153,27,27377.96,2,1,4,2.3333333333333335,Needs Attention
CG-10693,133,39,22503.12,3,5,3,3.6666666666666665,Loyal Customers
CG-10694,132,28,15536.78,3,2,1,2.0,Needs Attention
CG-10695,62,40,41356.51,5,5,5,5.0,Champions
CG-10696,125,24,14929.92,3,1,1,1.6666666666666667,Needs Attention
CG-10697,172,34,34872.36,2,4,5,3.6666666666666665,At Risk
CG-10698,44,37,44326.01,5,5,5,5.0,Champions
CG-10699,267,28,35494.659999999996,1,2,5,2.6666666666666665,Lost
CG-10700,75,34,25731.57,4,4,3,3.6666666666666665,Loyal Customers
CG-10701,81,38,41345.37,4,5,5,4.666666666666667,Champions
CG-10702,91,31,33721.69,4,3,5,4.0,Loyal Customers
CG-10703,24,33,15587.6,5,3,1,3.0,Needs Attention
CG-10704,71,24,16611.28,4,1,1,2.0,New Customers
CG-10705,66,26,19520.91,5,1,2,2.6666666666666665,New Customers
CG-10706,30,36,37675.57,5,4,5,4.666666666666667,Champions
CG-10707,104,38,33084.74,3,5,5,4.333333333333333,Loyal Customers
CG-10708,135,40,26025.4,3,5,3,3.6666666666666665,Loyal Customers
CG-10709,201,26,16005.75,1,1,1,1.0,Lost
CG-10710,203,35,22261.96,1,4,3,2.6666666666666665,At Risk
CG-10711,145,44,52278.45,2,5,5,4.0,At Risk
CG-10712,120,27,20679.39,3,1,2,2.0,Needs Attention
CG-10713,65,40,42649.41,5,5,5,5.0,Champions
CG-10714,187,30,52324.92,1,2,5,2.6666666666666665,Lost
CG-10715,317,35,37219.58,1,4,5,3.3333333333333335,At Risk
CG-10716,70,34,20055.8,4,4,2,3.3333333333333335,Needs Attention
CG-10717,40,29,12341.26,5,2,1,2.6666666666666665,New Customers
CG-10718,169,29,23142.48,2,2,3,2.3333333333333335,Needs Attention
CG-10719,115,38,39322.51,3,5,5,4.333333333333333,Loyal Customers
CG-10720,175,37,21027.03,2,5,2,3.0,Needs Attention
CG-10721,126,24,19199.34,3,1,2,2.0,Needs Attention
CG-10722,190,30,25537.41,1,2,3,2.0,Lost
CG-10723,116,38,28006.72,3,5,4,4.0,Loyal Customers
CG-10724,69,49,35352.27,4,5,5,4.666666666666667,Champions
CG-10725,74,32,16763.66,4,3,1,2.6666666666666665,Needs Attention
CG-10726,196,40,32095.96,1,5,4,3.3333333333333335,At Risk
CG-10727,13,36,24668.28,5,4,3,4.0,Loyal Customers
CG-10728,260,31,31254.030000000002,1,3,4,2.6666666666666665,At Risk
CG-10729,44,31,36474.91,5,3,5,4.333333333333333,Loyal Customers
CG-10730,194,33,21393.75,1,3,2,2.0,Needs Attention
CG-10731,76,41,25397.82,4,5,3,4.0,Loyal Customers
CG-10732,65,41,29239.98,5,5,4,4.666666666666667,Champions
CG-10733,123,32,32598.73,3,3,4,3.3333333333333335,Loyal Customers
CG-10734,48,31,18138.88,5,3,2,3.3333333333333335,Needs Attention
CG-10735,28,31,29113.25,5,3,4,4.0,Loyal Customers
CG-10736,194,31,33466.36,1,3,5,3.0,At Risk
CG-10737,146,39,40210.09,2,5,5,4.0,At Risk
CG-10738,30,33,16403.4,5,3,1,3.0,Needs Attention
CG-10739,62,42,29914.64,5,5,4,4.666666666666667,Champions
CG-10740,13,36,29805.17,5,4,4,4.333333333333333,Champions
CG-10741,108,32,24622.19,3,3,3,3.0,Loyal Customers
CG-10742,105,41,33276.88,3,5,5,4.333333333333333,Loyal Customers
CG-10743,213,32,19413.27,1,3,2,2.0,Needs Attention
CG-10744,8,27,28825.16,5,1,4,3.3333333333333335,New Customers
CG-10745,188,28,17905.9,1,2,2,1.6666666666666667,Lost
CG-10746,75,27,21731.829999999998,4,1,2,2.3333333333333335,New Customers
CG-10747,66,34,43558.46000000001,5,4,5,4.666666666666667,Champions
CG-10748,215,23,17575.05,1,1,2,1.3333333333333333,Lost
CG-10749,96,27,28716.329999999998,4,1,4,3.0,New Customers
CG-10750,231,28,15527.94,1,2,1,1.3333333333333333,Lost
CG-10751,116,33,32747.53,3,3,4,3.3333333333333335,Loyal Customers
CG-10752,310,30,31791.33,1,2,4,2.3333333333333335,Lost
CG-10753,127,36,30688.33,3,4,4,3.6666666666666665,Loyal Customers
CG-10754,124,34,26056.899999999998,3,4,3,3.3333333333333335,Loyal Customers
CG-10755,140,42,16268.32,2,5,1,2.6666666666666665,Needs Attention
CG-10756,136,25,18112.36,3,1,2,2.0,Needs Attention
CG-10757,30,26,26470.42,5,1,3,3.0,New Customers
CG-10758,164,28,9867.4,2,2,1,1.6666666666666667,Needs Attention
CG-10759,85,33,14751.17,4,3,1,2.6666666666666665,Needs Attention
CG-10760,42,28,21081.11,5,2,2,3.0,New Customers
CG-10761,192,27,13776.46,1,1,1,1.0,Lost
CG-10762,156,20,21612.08,2,1,2,1.6666666666666667,Needs Attention
CG-10763,94,28,18974.010000000002,4,2,2,2.6666666666666665,New Customers
CG-10764,184,32,21674.86,1,3,2,2.0,Needs Attention
CG-10765,213,29,18029.3,1,2,2,1.6666666666666667,Lost
CG-10766,159,35,30178.57,2,4,4,3.3333333333333335,At Risk
CG-10767,144,26,11805.95,2,1,1,1.3333333333333333,Needs Attention
CG-10768,194,30,34768.79,1,2,5,2.6666666666666665,Lost
CG-10769,146,38,37305.83,2,5,5,4.0,At Risk
CG-10770,103,38,46113.590000000004,3,5,5,4.333333333333333,Loyal Customers
CG-10771,119,32,27239.97,3,3,4,3.3333333333333335,Loyal Customers
CG-10772,242,22,13507.59,1,1,1,1.0,Lost
CG-10773,237,36,21924.260000000002,1,4,3,2.6666666666666665,At Risk
CG-10774,84,49,31246.54,4,5,4,4.333333333333333,Champions
CG-10775,225,28,11839.29,1,2,1,1.3333333333333333,Lost
CG-10776,189,32,21558.67,1,3,2,2.0,Needs Attention
CG-10777,183,26,13454.23,1,1,1,1.0,Lost
CG-10778,149,34,29108.74,2,4,4,3.3333333333333335,At Risk
CG-10779,112,34,25217.81,3,4,3,3.3333333333333335,Loyal Customers
CG-10780,62,26,11712.99,5,1,1,2.3333333333333335,New Customers
CG-10781,144,40,19214.68,2,5,2,3.0,Needs Attention
CG-10782,132,27,15663.75,3,1,1,1.6666666666666667,Needs Attention
CG-10783,125,38,45156.4,3,5,5,4.333333333333333,Loyal Customers
CG-10784,98,35,27817.850000000002,4,4,4,4.0,Champions
CG-10785,93,32,25091.79,4,3,3,3.3333333333333335,Loyal Customers
CG-10786,210,44,39117.05,1,5,5,3.6666666666666665,At Risk
CG-10787,137,37,18731.94,2,5,2,3.0,Needs Attention
CG-10788,118,25,17877.81,3,1,2,2.0,Needs Attention
CG-10789,107,46,41564.78,3,5,5,4.333333333333333,Loyal Customers
CG-10790,17,24,11406.75,5,1,1,2.3333333333333335,New Customers
CG-10791,75,34,17293.82,4,4,2,3.3333333333333335,Needs Attention
CG-10792,148,29,21463.03,2,2,2,2.0,Needs Attention
CG-10793,82,34,66623.0,4,4,5,4.333333333333333,Champions
CG-10794,273,35,17089.14,1,4,1,2.0,Needs Attention
CG-10795,157,30,16017.84,2,2,1,1.6666666666666667,Needs Attention
CG-10796,137,31,21815.77,2,3,3,2.6666666666666665,At Risk
CG-10797,84,22,6960.57,4,1,1,2.0,New Customers
CG-10798,61,26,11769.880000000001,5,1,1,2.3333333333333335,New Customers
CG-10799,114,21,12103.92,3,1,1,1.6666666666666667,Needs Attention
CG-10800,114,40,45172.33,3,5,5,4.333333333333333,Loyal Customers
CG-10801,109,39,41520.5,3,5,5,4.333333333333333,Loyal Customers
CG-10802,102,40,45512.119999999995,4,5,5,4.666666666666667,Champions
CG-10803,96,29,17532.58,4,2,2,2.6666666666666665,New Customers
CG-10804,152,48,53893.93,2,5,5,4.0,At Risk
